Position,Var Name,Variable Label,VaR lab English,Value,Value Label,VaL lab English,Missing Values
240,enier_s,Soort nier EP, ,   61,Terminale nierinsufficientie - chronisch dialyse, , 
240,enier_s,Soort nier EP, ,   62,Nierinsufficientie - tijdelijke dialyse, , 
240,enier_s,Soort nier EP, ,   63,Nierinsufficientie - geen dialyse, , 
240,enier_s,Soort nier EP, ,   82,Operatie / nier, , 
240,enier_s,Soort nier EP, ,   83,Dotter of stentplaatsing / nier, , 
241,eilia_d,Datum iliaca EP, ,    ., , , 
242,eilia_f,FU-duur tot iliaca EP (in dagen), ,    ., , , 
243,eilia_n,Niet/wel iliaca EP, ,    0,FU afgekapt, , 
243,eilia_n,Niet/wel iliaca EP, ,    1,Iliaca EP, , 
243,eilia_n,Niet/wel iliaca EP, ,    2,Lost to FU, , 
243,eilia_n,Niet/wel iliaca EP, ,    3,Overleden, , 
244,eilia_s,Soort iliaca EP, ,    0,Geen iliaca EP, , 
244,eilia_s,Soort iliaca EP, ,   82,Operatie / iliaca, , 
244,eilia_s,Soort iliaca EP, ,   83,Dotter of stentplaatsing / iliaca, , 
245,ebeen_d,Datum been EP, ,    ., , , 
246,ebeen_f,FU-duur tot been EP (in dagen), ,    ., , , 
247,ebeen_n,Niet/wel been EP, ,    0,FU afgekapt, , 
247,ebeen_n,Niet/wel been EP, ,    1,Been EP, , 
247,ebeen_n,Niet/wel been EP, ,    2,Lost to FU, , 
247,ebeen_n,Niet/wel been EP, ,    3,Overleden, , 
248,ebeen_s,Soort been EP, ,    0,Geen been EP, , 
248,ebeen_s,Soort been EP, ,   72,Amputatie teen, , 
248,ebeen_s,Soort been EP, ,   73,Amputatie voet, , 
248,ebeen_s,Soort been EP, ,   74,Amputatie onder de knie, , 
248,ebeen_s,Soort been EP, ,   75,Amputatie door de knie, , 
248,ebeen_s,Soort been EP, ,   76,Amputatie boven de knie, , 
248,ebeen_s,Soort been EP, ,   82,Operatie / been, , 
248,ebeen_s,Soort been EP, ,   83,Dotter of stentplaatsing / been, , 
249,elaag_d,Datum 'laag deel' EP, ,    ., , , 
250,elaag_f,FU-duur tot 'laag deel' EP (in dagen), ,    ., , , 
251,elaag_n,Niet/wel 'laag deel' EP, ,    0,FU afgekapt, , 
251,elaag_n,Niet/wel 'laag deel' EP, ,    1,'Laag deel' EP, , 
251,elaag_n,Niet/wel 'laag deel' EP, ,    2,Lost to FU, , 
251,elaag_n,Niet/wel 'laag deel' EP, ,    3,Overleden, , 
252,elaag_s,Soort 'laag deel' EP, ,    0,Geen 'laag deel' EP, , 
252,elaag_s,Soort 'laag deel' EP, ,   72,Amputatie teen, , 
252,elaag_s,Soort 'laag deel' EP, ,   73,Amputatie voet, , 
252,elaag_s,Soort 'laag deel' EP, ,   74,Amputatie onder de knie, , 
252,elaag_s,Soort 'laag deel' EP, ,   75,Amputatie door de knie, , 
252,elaag_s,Soort 'laag deel' EP, ,   76,Amputatie boven de knie, , 
252,elaag_s,Soort 'laag deel' EP, ,   82,Operatie / iliaca of been, , 
252,elaag_s,Soort 'laag deel' EP, ,   83,Dotter of stentplaatsing / iliaca of been, , 
253,eamp_d,Datum amputatie EP, ,    ., , , 
254,eamp_f,FU-duur tot amputatie EP (in dagen), ,    ., , , 
255,eamp_n,Niet/wel amputatie EP, ,    0,FU afgekapt, , 
255,eamp_n,Niet/wel amputatie EP, ,    1,amputatie EP, , 
255,eamp_n,Niet/wel amputatie EP, ,    2,Lost to FU, , 
255,eamp_n,Niet/wel amputatie EP, ,    3,Overleden, , 
256,eamp_s,Soort amputatie EP, ,    0,Geen amputatie EP, , 
256,eamp_s,Soort amputatie EP, ,   72,Amputatie teen, , 
256,eamp_s,Soort amputatie EP, ,   73,Amputatie voet, , 
256,eamp_s,Soort amputatie EP, ,   74,Amputatie onder de knie, , 
256,eamp_s,Soort amputatie EP, ,   75,Amputatie door de knie, , 
256,eamp_s,Soort amputatie EP, ,   76,Amputatie boven de knie, , 
257,emi_d,Datum myocardial infarction  EP, ,    ., , , 
258,emi_f,FU-duur tot myocardial infarction EP (in dagen), ,    ., , , 
259,emi_n,Niet/wel myocardial infarction  EP, ,    0,FU afgekapt, , 
259,emi_n,Niet/wel myocardial infarction  EP, ,    1,Myocardial infarction EP, , 
259,emi_n,Niet/wel myocardial infarction  EP, ,    2,Lost to FU, , 
259,emi_n,Niet/wel myocardial infarction  EP, ,    3,Overleden (anderszins), , 
260,emi_s,Soort myocardial infarction EP, ,    0,Geen myocardial infarction EP, , 
260,emi_s,Soort myocardial infarction EP, ,   41,Zeker myocard infarct, , 
260,emi_s,Soort myocardial infarction EP, ,   42,Waarschijnlijk myocard infarct, , 
260,emi_s,Soort myocardial infarction EP, ,  101,Fataal myocard infarct, , 
261,ervasb_d,Datum revascularisatie been EP, ,    ., , , 
262,ervasb_f,FU-duur tot revascularisatie been EP (in dagen), ,    ., , , 
263,ervasb_n,Niet/wel revascularisatie been EP, ,    0,FU afgekapt, , 
263,ervasb_n,Niet/wel revascularisatie been EP, ,    1,Revascularisatie been EP, , 
263,ervasb_n,Niet/wel revascularisatie been EP, ,    2,Lost to FU, , 
263,ervasb_n,Niet/wel revascularisatie been EP, ,    3,Overleden (anderszins), , 
264,ervasb_s,Soort revascularisatie been EP, ,    0,Geen revascularisatie been EP, , 
264,ervasb_s,Soort revascularisatie been EP, ,   82,Vaatinterventie - operatie, , 
264,ervasb_s,Soort revascularisatie been EP, ,   83,Vaatinterventie - dotter of stentplaatsing, , 
265,ervasl_d,Datum revascularisatie laag deel EP, ,    ., , , 
266,ervasl_f,FU-duur tot revascularisatie laag deel EP (in dagen), ,    ., , , 
267,ervasl_n,Niet/wel revascularisatie laag deel EP, ,    0,FU afgekapt, , 
267,ervasl_n,Niet/wel revascularisatie laag deel EP, ,    1,Revascularisatie laag deel EP, , 
267,ervasl_n,Niet/wel revascularisatie laag deel EP, ,    2,Lost to FU, , 
267,ervasl_n,Niet/wel revascularisatie laag deel EP, ,    3,Overleden (anderszins), , 
268,ervasl_s,Soort revascularisatie laag deel EP, ,    0,Geen revascularisatie laag deel EP, , 
268,ervasl_s,Soort revascularisatie laag deel EP, ,  582,Vaatinterventie Iliaca- operatie, , 
268,ervasl_s,Soort revascularisatie laag deel EP, ,  583,Vaatinterventie Iliaca- dotter of stentplaatsing, , 
268,ervasl_s,Soort revascularisatie laag deel EP, ,  682,Vaatinterventie Been- operatie, , 
268,ervasl_s,Soort revascularisatie laag deel EP, ,  683,Vaatinterventie Been- dotter of stentplaatsing, , 
269,eHF_d,Datum hartfalen EP, ,    ., , , 
270,eHF_f,FU-duur tot hartfalen EP (in dagen), ,    ., , , 
271,eHF_n,Niet/wel hartfalen EP, ,    0,FU afgekapt, , 
271,eHF_n,Niet/wel hartfalen EP, ,    1,Hartfalen EP, , 
271,eHF_n,Niet/wel hartfalen EP, ,    2,Lost to FU, , 
271,eHF_n,Niet/wel hartfalen EP, ,    3,Overleden (anderszins), , 
272,eHF_s,Soort hartfalenl EP, ,    0,Geen hartfalen EP, , 
272,eHF_s,Soort hartfalenl EP, ,  312,systolisch hartfalen tgv coronair lijden, , 
272,eHF_s,Soort hartfalenl EP, ,  313,systolisch hartfalen tgv overige oorzaken, , 
272,eHF_s,Soort hartfalenl EP, ,  314,hartfalen met behouden ejectie fractie tgv overige oorzaken, , 
272,eHF_s,Soort hartfalenl EP, ,  315,Hartfalen met behouden ejectie fractie tgv kleplijden, , 
272,eHF_s,Soort hartfalenl EP, ,  316,Hartfalen met behouden ejectie fractie tgv coronair lijden, , 
272,eHF_s,Soort hartfalenl EP, ,  317,Systolisch hartfalen tgv kleplijden, , 
273,eESRD_d,Datum end stage renal disease EP, ,    ., , , 
274,eESRD_f,FU-duur tot end stage renal disease EP (in dagen), ,    ., , , 
275,eESRD_n,Niet/wel end stage renal disease EP, ,    0,FU afgekapt, , 
275,eESRD_n,Niet/wel end stage renal disease EP, ,    1,end stage renal disease EP, , 
275,eESRD_n,Niet/wel end stage renal disease EP, ,    2,Lost to FU, , 
275,eESRD_n,Niet/wel end stage renal disease EP, ,    3,Overleden (anderszins), , 
276,eESRD_s,Soort end stage renal disease EP, ,    0,Geen end stage renal disease EP, , 
276,eESRD_s,Soort end stage renal disease EP, ,   61,Terminale nierinsufficientie - chronisch dialyse, , 
277,eIntrv_d,Datum interventie EP, ,    ., , , 
278,eIntrv_f,FU-duur tot interventie EP (in dagen), ,    ., , , 
279,eIntrv_n,Niet/wel interventie EP, ,    0,FU afgekapt, , 
279,eIntrv_n,Niet/wel interventie EP, ,    1,Interventie EP, , 
279,eIntrv_n,Niet/wel interventie EP, ,    2,Lost to FU, , 
279,eIntrv_n,Niet/wel interventie EP, ,    3,Overleden (anderszins), , 
280,eIntrv_s,Soort interventie EP, ,    0,Geen interventie EP, , 
280,eIntrv_s,Soort interventie EP, ,   73,Amputatie voet, , 
280,eIntrv_s,Soort interventie EP, ,   74,Amputatie onder de knie, , 
280,eIntrv_s,Soort interventie EP, ,   75,Amputatie door de knie, , 
280,eIntrv_s,Soort interventie EP, ,   76,Amputatie boven de knie, , 
280,eIntrv_s,Soort interventie EP, ,   82,Vaatinterventie - operatie, , 
280,eIntrv_s,Soort interventie EP, ,   83,Vaatinterventie - dotter of stentplaatsing, , 
280,eIntrv_s,Soort interventie EP, ,   84,Vaatinterventie - anderszins, , 
280,eIntrv_s,Soort interventie EP, ,   85,Vaatinterventie - niet gespecificeerd, , 
281,eIntAard,Soort ingreep eindpunt eIntrv_n / eCvdIv_n, ,    1,Endovasculair, ,"8, 9"
281,eIntAard,Soort ingreep eindpunt eIntrv_n / eCvdIv_n, ,    2,Operatief, ,"8, 9"
281,eIntAard,Soort ingreep eindpunt eIntrv_n / eCvdIv_n, ,    4,PTCA, ,"8, 9"
281,eIntAard,Soort ingreep eindpunt eIntrv_n / eCvdIv_n, ,    5,CABG, ,"8, 9"
281,eIntAard,Soort ingreep eindpunt eIntrv_n / eCvdIv_n, ,    8,n.v.t., ,"8, 9"
281,eIntAard,Soort ingreep eindpunt eIntrv_n / eCvdIv_n, ,    9,missend, ,"8, 9"
282,eIntLoca,Locatie eindpunt eIntrv_n / eCvdIv_n, ,    1,Hals, ,"98, 99"
282,eIntLoca,Locatie eindpunt eIntrv_n / eCvdIv_n, ,    2,Hart, ,"98, 99"
282,eIntLoca,Locatie eindpunt eIntrv_n / eCvdIv_n, ,    3,Aorta, ,"98, 99"
282,eIntLoca,Locatie eindpunt eIntrv_n / eCvdIv_n, ,    4,Nieren, ,"98, 99"
282,eIntLoca,Locatie eindpunt eIntrv_n / eCvdIv_n, ,    5,Iliaca, ,"98, 99"
282,eIntLoca,Locatie eindpunt eIntrv_n / eCvdIv_n, ,    6,Benen, ,"98, 99"
282,eIntLoca,Locatie eindpunt eIntrv_n / eCvdIv_n, ,    7,Aorta / Iliaca, ,"98, 99"
282,eIntLoca,Locatie eindpunt eIntrv_n / eCvdIv_n, ,   10,Intracranieel, ,"98, 99"
282,eIntLoca,Locatie eindpunt eIntrv_n / eCvdIv_n, ,   66,Overige, ,"98, 99"
282,eIntLoca,Locatie eindpunt eIntrv_n / eCvdIv_n, ,   98,n.v.t., ,"98, 99"
282,eIntLoca,Locatie eindpunt eIntrv_n / eCvdIv_n, ,   99,missend, ,"98, 99"
283,eIntToel,Toelichting eindpunt eIntrv_n / eCvdIv_n, ,    ., , , 
284,eCvdIv_d,Datum CVD of interventie EP, ,    ., , , 
285,eCvdIv_f,FU-duur tot CVD of interventie EP (in dagen), ,    ., , , 
286,eCvdIv_n,Niet/wel CVD of interventie EP, ,    0,FU afgekapt, , 
286,eCvdIv_n,Niet/wel CVD of interventie EP, ,    1,CVD of Interventie EP, , 
286,eCvdIv_n,Niet/wel CVD of interventie EP, ,    2,Lost to FU, , 
286,eCvdIv_n,Niet/wel CVD of interventie EP, ,    3,Overleden (anderszins), , 
287,eCvdIv_s,Soort CVD of interventie EP, ,    0,Geen CVD of interventie EP, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   11,"Zekere beroerte, zeker geen hersenbloeding", , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   12,"Zekere beroerte, zeker hemorrhagisch infarct", , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   13,"Zekere beroerte, waarschijnlijk niet-hemorrhagisch infarct", , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   14,"Zekere beroerte, zekere hersenbloeding", , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   15,"Zekere beroerte, geen CT-scan gemaakt", , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   20,Subarachnoidale bloeding, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   31,Zeker retina infarct, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   32,Waarschijnlijk retina infarct, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   35,Zekere retina bloeding, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   41,Zeker myocard infarct, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   42,Waarschijnlijk myocard infarct, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   73,Amputatie voet, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   74,Amputatie onder de knie, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   75,Amputatie door de knie, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   76,Amputatie boven de knie, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   82,Vaatinterventie - operatie, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   83,Vaatinterventie - dotter of stentplaatsing, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   84,Vaatinterventie - anderszins, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,   85,Vaatinterventie - niet gespecificeerd, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,  101,Fataal myocard infarct, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,  102,Fataal herseninfarct, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,  103,Fatale hersenbloeding, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,  104,"Fatale beroerte, aard niet vastgesteld", , 
287,eCvdIv_s,Soort CVD of interventie EP, ,  105,Zekere plotselinge dood, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,  106,Waarschijnlijke plotselinge dood, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,  107,Terminale decompensatio cordis, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,  108,Fatale ruptuur aneurysma abdominale aorta, , 
287,eCvdIv_s,Soort CVD of interventie EP, ,  109,Overige vasculaire dood, , 
